Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,53,1,9085,1,42,1900-01-06 06:00:00,1,1,19,3,8,1900-01-06 06:03:00,1,0,0,1,1,1,21,0,7,11,15,9,1422222222222220,0,4,9,15,7,0.59375,0,08:09:00,01:04:00,03:51:00,Graduate
1,43,1,9670,1,1,1900-01-05 12:00:00,1,3,19,4,8,1900-01-05 00:05:00,0,0,0,1,1,0,19,0,0,6,17,4,12:05:00,0,0,6,8,4,13:25:00,0,13:09:00,-0.3,0.054861111,Enrolled
1,18,1,9119,1,1,1900-01-04 12:00:00,1,1,1,4,3,1900-01-04 09:06:00,1,0,0,1,1,0,20,0,0,5,7,5,12166666666666600,0,0,5,7,5,15285714285714200,0,12:04:00,00:05:00,0.096527778,Graduate
1,39,1,9670,1,1,1900-01-05 13:01:00,1,19,19,3,3,1900-01-05 05:03:00,0,1,0,1,1,1,30,0,0,6,0,0,00:00:00,0,0,6,0,0,00:00:00,0,12:04:00,00:05:00,0.096527778,Dropout
4,39,1,9254,1,1,1900-01-05 00:00:00,1,37,19,9,9,1900-01-05 11:00:00,1,0,0,1,1,0,44,0,0,6,6,6,12666666666666600,0,0,6,6,6,11:05:00,0,12:04:00,00:05:00,0.096527778,Graduate
1,18,1,9500,1,1,1900-01-06 02:00:00,1,19,3,4,9,1900-01-05 07:00:00,0,0,0,1,1,0,19,0,0,8,8,7,13614285714285700,0,0,8,8,7,13614285714285700,0,12:07:00,03:07:00,-1.7,Graduate
1,44,1,9130,1,39,1900-01-06 06:00:00,1,2,1,3,6,1900-01-06 06:00:00,1,0,0,1,1,0,22,0,11,18,32,12,12857142857142800,1,8,12,15,10,14:03:00,0,16:02:00,00:03:00,-0.92,Graduate
1,1,1,9130,1,1,1900-01-06 16:00:00,1,3,3,1,2,1900-01-06 05:02:00,0,0,0,1,1,0,18,0,0,5,7,4,14:00:00,0,0,5,5,5,14:02:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,17,1,9670,1,1,1900-01-05 05:00:00,1,37,37,9,9,1900-01-05 01:05:00,1,0,0,1,1,1,21,0,0,6,8,4,0.635416667,0,0,6,6,5,11:08:00,0,12:07:00,03:07:00,-1.7,Graduate
1,1,2,9085,1,1,1900-01-05 05:00:00,1,37,19,90,90,1900-01-05 17:03:00,0,0,0,1,1,0,18,0,0,6,0,0,00:00:00,0,0,6,0,0,00:00:00,0,07:06:00,02:06:00,00:32:00,Dropout
1,17,4,9670,1,1,1900-01-05 02:00:00,1,3,1,2,3,1900-01-04 23:06:00,1,0,0,1,1,0,18,0,0,6,8,6,13625,0,0,6,7,6,14285714285714200,0,11:01:00,00:06:00,02:02:00,Graduate
1,1,1,171,1,1,1900-01-05 18:00:00,1,1,1,4,3,1900-01-05 21:05:00,0,0,0,1,1,0,19,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,44,1,9003,1,39,1900-01-06 06:00:00,1,1,38,6,6,1900-01-06 06:00:00,1,0,0,1,1,0,21,0,0,6,12,4,11:08:00,0,0,6,11,4,11875,0,16:02:00,00:03:00,-0.92,Dropout
1,39,1,9003,1,1,1900-01-05 20:00:00,1,3,3,2,2,1900-01-04 14:00:00,0,0,0,1,1,0,31,0,0,6,8,6,15125,0,0,6,10,6,14:06:00,0,16:02:00,00:03:00,-0.92,Graduate
1,17,5,9254,1,1,1900-01-04 17:00:00,1,1,1,2,3,1900-01-04 14:02:00,1,0,0,1,1,0,21,0,0,6,10,4,11:05:00,0,0,6,10,2,10:05:00,0,09:04:00,-0.8,-3.12,Dropout
1,39,1,9119,1,1,1900-01-05 19:00:00,1,19,19,9,7,1900-01-04 14:03:00,0,0,1,1,1,0,24,0,0,5,12,1,10:00:00,0,0,5,11,1,11:00:00,0,08:09:00,01:04:00,03:51:00,Enrolled
1,42,1,9773,1,1,1900-01-05 13:01:00,1,19,6,4,3,1900-01-05 00:00:00,0,0,0,1,1,0,27,0,0,4,8,0,00:00:00,0,0,5,10,0,00:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,1,5,9147,1,1,1900-01-04 22:00:00,1,19,19,9,9,1900-01-04 18:02:00,1,0,0,1,1,0,20,0,0,5,9,3,10333333333333300,0,0,5,6,5,12:08:00,0,12:04:00,00:05:00,0.096527778,Graduate
1,44,1,9119,1,39,1900-01-05 20:00:00,1,1,19,4,5,1900-01-05 20:00:00,1,0,0,1,1,0,22,0,0,5,9,0,00:00:00,0,0,5,6,2,11666666666666600,0,10:08:00,01:04:00,0.093055556,Enrolled
1,1,1,9003,1,1,1900-01-06 00:00:00,1,19,19,9,9,1900-01-05 12:08:00,0,0,0,1,1,1,19,0,0,6,9,4,12:00:00,2,0,6,10,4,12:05:00,0,15:05:00,02:08:00,-4.06,Enrolled
1,18,1,9773,1,1,1900-01-05 05:00:00,1,1,1,4,7,1900-01-05 01:05:00,1,0,0,1,1,0,19,0,0,6,6,6,13833333333333300,0,0,6,6,6,14:05:00,0,08:09:00,01:04:00,03:51:00,Graduate
1,1,1,171,1,1,1900-01-05 11:00:00,1,1,1,7,4,1900-01-05 07:02:00,1,0,1,1,1,0,23,0,13,17,19,13,12153846153846100,0,10,17,28,11,11909090909090900,1,11:01:00,00:06:00,02:02:00,Enrolled
1,17,1,9130,1,1,1900-01-05 11:00:00,1,12,12,2,8,1900-01-05 08:02:00,1,0,0,1,1,0,18,0,0,6,7,6,14:00:00,0,0,6,8,6,13666666666666600,0,12:04:00,00:05:00,0.096527778,Graduate
1,1,1,9773,1,1,1900-01-05 20:00:00,1,3,2,4,6,1900-01-05 13:04:00,1,0,0,0,1,0,29,0,0,6,8,6,16:05:00,0,0,6,6,5,13:08:00,0,11:01:00,00:06:00,02:02:00,Enrolled
1,39,1,9130,1,1,1900-01-05 13:01:00,1,1,19,4,5,1900-01-05 00:00:00,1,0,0,1,1,0,29,0,0,5,11,1,18:00:00,2,0,5,10,3,13333333333333300,2,10:08:00,01:04:00,0.093055556,Dropout
1,44,1,9003,1,1,1900-01-05 20:00:00,1,1,1,4,5,1900-01-05 20:00:00,0,0,0,1,1,0,20,0,0,6,11,6,11285714285714200,0,0,6,12,5,1177777777777770,0,16:02:00,00:03:00,-0.92,Enrolled
1,1,5,171,1,1,1900-01-05 19:00:00,1,19,3,9,2,1900-01-05 16:09:00,1,0,0,1,1,1,19,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,09:04:00,-0.8,-3.12,Graduate
1,17,3,171,1,1,1900-01-05 05:00:00,1,3,39,2,5,1900-01-04 21:00:00,1,1,0,1,1,0,22,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,10:08:00,01:04:00,0.093055556,Enrolled
1,1,2,9670,1,1,1900-01-04 21:00:00,1,3,1,3,5,1900-01-04 14:07:00,1,0,0,1,1,0,20,0,0,6,10,5,14:00:00,0,0,6,10,6,12:00:00,0,11:01:00,00:06:00,02:02:00,Enrolled
1,39,1,9130,1,1,1900-01-06 06:00:00,1,19,19,9,5,1900-01-06 16:00:00,1,0,0,1,1,0,24,0,0,5,13,4,0.59375,1,0,5,9,3,12:00:00,0,09:04:00,-0.8,-3.12,Enrolled
1,1,1,9670,1,1,1900-01-03 23:00:00,1,37,37,5,8,1900-01-03 23:00:00,0,0,0,0,1,0,21,0,0,6,9,4,13:25:00,0,0,6,6,5,11:00:00,0,12:07:00,03:07:00,-1.7,Dropout
1,39,1,9147,1,1,1900-01-06 06:00:00,1,37,1,7,3,1900-01-06 04:08:00,0,0,0,1,1,1,25,0,0,5,7,4,14:25:00,0,0,5,7,4,0.635416667,0,12:07:00,03:07:00,-1.7,Graduate
1,39,1,9147,1,1,1900-01-05 00:00:00,1,37,37,9,9,1900-01-04 14:00:00,0,0,0,0,1,0,32,0,0,5,9,0,00:00:00,1,0,5,5,0,00:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,43,1,9991,0,1,1900-01-05 16:00:00,1,3,4,2,2,1900-01-05 13:09:00,0,0,0,0,1,0,26,0,8,12,12,8,11:25:00,0,3,8,8,3,11333333333333300,0,07:06:00,02:06:00,00:32:00,Dropout
1,1,1,9130,1,1,1900-01-05 13:00:00,1,2,37,9,7,1900-01-05 05:07:00,1,0,0,1,1,1,18,0,0,6,7,6,13:05:00,0,0,6,8,6,12:05:00,0,12:04:00,00:05:00,0.096527778,Graduate
1,17,1,9254,1,1,1900-01-05 05:00:00,1,1,19,4,7,1900-01-04 20:06:00,0,0,0,1,1,1,19,0,0,6,8,5,12666666666666600,0,0,6,10,6,12857142857142800,0,16:02:00,00:03:00,-0.92,Graduate
1,1,3,9070,1,1,1900-01-05 07:00:00,1,19,38,5,7,1900-01-05 21:00:00,1,0,0,1,1,1,19,0,0,6,6,6,15166666666666600,0,0,6,6,6,12333333333333300,0,12:04:00,00:05:00,0.096527778,Graduate
1,7,1,9119,1,40,1900-01-05 10:00:00,1,1,1,4,4,1900-01-05 10:00:00,0,0,0,1,1,0,27,0,4,6,6,6,13166666666666600,0,2,5,7,5,15142857142857100,0,11:01:00,00:06:00,02:02:00,Dropout
1,53,1,9003,1,1,1900-01-05 10:00:00,1,19,1,9,9,1900-01-05 10:00:00,0,0,1,1,1,0,21,0,7,12,20,10,11:08:00,0,5,12,15,9,11444444444444400,0,08:09:00,01:04:00,03:51:00,Enrolled
1,17,1,9119,1,1,1900-01-05 07:00:00,1,19,1,4,5,1900-01-04 19:08:00,0,0,0,1,1,0,20,0,0,5,10,4,11:05:00,0,0,5,11,0,00:00:00,0,13:09:00,-0.3,0.054861111,Enrolled
1,44,1,9070,1,39,1900-01-05 20:00:00,1,19,38,4,0,1900-01-05 20:00:00,1,0,0,1,1,0,21,0,0,6,6,6,14:05:00,0,0,6,8,6,11333333333333300,0,12:04:00,00:05:00,0.096527778,Graduate
1,1,5,9773,1,1,1900-01-05 05:00:00,1,37,3,5,2,1900-01-05 06:01:00,1,0,0,1,1,0,22,0,0,6,10,5,13:04:00,0,0,6,12,3,10666666666666600,0,09:04:00,-0.8,-3.12,Enrolled
1,1,1,171,1,1,1900-01-05 15:00:00,1,1,38,5,7,1900-01-05 17:05:00,1,0,1,0,1,0,19,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,12:07:00,03:07:00,-1.7,Graduate
1,17,4,9147,1,1,1900-01-05 12:00:00,1,38,19,5,5,1900-01-05 00:08:00,1,0,0,1,1,1,18,0,0,5,8,4,10:08:00,0,0,5,10,2,12:05:00,0,11:01:00,00:06:00,02:02:00,Dropout
1,39,2,9238,1,1,1900-01-04 14:00:00,1,19,1,5,5,1900-01-05 16:05:00,0,0,0,1,1,0,28,0,0,5,6,0,00:00:00,0,0,5,5,0,00:00:00,0,13:09:00,-0.3,0.054861111,Dropout
2,39,1,9003,1,1,1900-01-05 10:00:00,1,1,37,9,1,1900-01-05 02:00:00,0,0,1,0,1,0,25,0,3,10,23,6,11428571428571400,0,2,7,15,4,12:00:00,1,15:05:00,02:08:00,-4.06,Dropout
1,43,1,9003,1,1,1900-01-05 10:00:00,1,37,1,5,4,1900-01-05 10:00:00,0,0,0,1,1,0,25,0,8,14,24,8,12:05:00,2,6,13,23,10,11:06:00,0,15:05:00,02:08:00,-4.06,Dropout
1,1,1,9147,1,1,1900-01-05 15:00:00,1,38,19,9,5,1900-01-05 06:03:00,0,0,0,1,1,0,18,0,0,5,11,2,13:05:00,0,0,5,11,3,12333333333333300,0,08:09:00,01:04:00,03:51:00,Enrolled
1,1,1,9254,1,1,1900-01-05 13:01:00,1,4,19,4,5,1900-01-04 02:00:00,0,0,0,1,1,0,26,0,0,6,6,0,00:00:00,0,0,6,12,0,00:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
1,17,3,9147,1,1,1900-01-05 15:00:00,1,37,37,6,5,1900-01-05 01:00:00,1,0,0,1,1,1,18,0,0,5,8,5,0.552083333,0,0,5,7,5,11:05:00,0,13:09:00,-0.3,0.054861111,Graduate
1,43,1,9773,1,1,1900-01-05 08:00:00,1,19,38,9,7,1900-01-05 04:02:00,1,0,0,1,1,0,22,0,0,6,17,3,11333333333333300,3,0,6,14,3,12333333333333300,0,15:05:00,02:08:00,-4.06,Enrolled
1,39,1,9003,1,1,1900-01-05 20:00:00,1,1,3,4,5,1900-01-05 10:00:00,0,0,0,1,1,0,25,0,0,6,8,0,00:00:00,0,0,6,10,0,00:00:00,0,16:02:00,00:03:00,-0.92,Dropout
1,1,2,9773,1,1,1900-01-05 15:00:00,1,3,1,4,4,1900-01-05 16:01:00,1,0,0,1,1,0,19,0,0,6,9,5,11:04:00,0,0,6,13,5,12:04:00,0,08:09:00,01:04:00,03:51:00,Enrolled
1,17,2,9773,1,1,1900-01-05 11:00:00,1,3,19,2,3,1900-01-05 12:08:00,1,0,0,1,1,0,19,0,0,6,7,6,14428571428571400,0,0,6,7,6,14571428571428500,0,13:09:00,-0.3,0.054861111,Graduate
1,17,1,9500,1,1,1900-01-05 11:00:00,1,1,1,5,5,1900-01-05 06:03:00,0,0,0,1,1,0,19,0,0,7,9,7,12492857142857100,0,0,8,10,8,117125,0,16:02:00,00:03:00,-0.92,Graduate
4,39,1,8014,0,19,1900-01-04 04:00:00,1,1,37,9,1,1900-01-04 15:05:00,0,0,0,1,1,0,45,0,2,8,10,4,11:05:00,0,2,8,13,4,11:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
2,39,1,9991,0,1,1900-01-05 20:00:00,1,37,37,9,9,1900-01-04 22:02:00,0,0,0,1,1,0,52,0,0,5,7,5,11:02:00,0,0,5,6,5,12:08:00,1,07:06:00,02:06:00,00:32:00,Graduate
1,1,1,9147,1,1,1900-01-05 04:00:00,1,19,19,9,3,1900-01-04 19:06:00,1,0,0,0,1,0,20,0,0,5,9,3,12:00:00,1,0,5,7,3,11:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,1,1,9500,1,1,1900-01-05 10:00:00,1,38,37,5,10,1900-01-04 21:08:00,1,0,0,1,1,0,19,0,0,8,8,7,15885714285714200,0,0,8,8,7,15885714285714200,0,10:08:00,01:04:00,0.093055556,Graduate
1,1,1,9500,1,1,1900-01-05 22:00:00,1,1,38,9,9,1900-01-05 07:00:00,0,0,1,0,1,0,21,0,0,7,12,4,0.565277778,0,0,7,12,4,11:58:00,0,12:04:00,00:05:00,0.096527778,Dropout
2,39,1,8014,0,1,1900-01-06 06:00:00,1,37,37,9,9,1900-01-05 20:00:00,0,0,0,0,1,0,35,0,0,6,6,6,14:00:00,0,0,6,6,6,14166666666666600,0,09:04:00,-0.8,-3.12,Graduate
2,39,1,171,1,12,1900-01-04 14:00:00,1,37,37,7,7,1900-01-04 10:00:00,1,0,0,1,1,0,36,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,07:06:00,02:06:00,00:32:00,Graduate
4,39,1,9500,1,19,1900-01-04 14:00:00,1,37,38,5,5,1900-01-06 07:00:00,0,0,1,0,1,0,47,0,0,7,7,0,00:00:00,7,0,8,8,0,00:00:00,8,15:05:00,02:08:00,-4.06,Dropout
1,18,1,9991,0,1,1900-01-04 16:00:00,1,43,40,2,2,1900-01-04 10:04:00,0,0,0,1,1,0,22,0,0,5,0,0,00:00:00,0,0,5,0,0,00:00:00,0,08:09:00,01:04:00,03:51:00,Dropout
2,39,1,9991,0,1,1900-01-04 04:00:00,1,37,37,9,9,1900-01-05 05:03:00,1,0,0,1,1,0,41,0,0,5,8,4,11:25:00,0,0,5,8,3,11:00:00,1,07:06:00,02:06:00,00:32:00,Dropout
1,7,1,9119,1,3,1900-01-05 10:00:00,1,34,34,90,90,1900-01-05 10:00:00,0,0,0,1,1,0,26,0,0,5,5,0,00:00:00,0,0,5,6,0,00:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
2,39,1,8014,0,1,1900-01-05 13:01:00,1,34,34,90,90,1900-01-04 20:00:00,0,0,0,0,0,0,51,0,0,6,13,4,11:25:00,0,0,6,12,0,00:00:00,1,10:08:00,01:04:00,0.093055556,Dropout
2,39,2,9991,0,1,1900-01-06 06:00:00,1,37,37,9,9,1900-01-05 00:00:00,0,0,0,1,0,0,43,0,0,5,11,3,10666666666666600,0,1,5,10,4,12:05:00,0,09:04:00,-0.8,-3.12,Enrolled
2,39,2,8014,0,1,1900-01-04 04:00:00,1,34,34,0,0,1900-01-04 04:00:00,1,0,0,1,0,0,41,0,0,6,9,5,11:08:00,0,1,6,10,3,10666666666666600,1,07:06:00,02:06:00,00:32:00,Graduate
1,43,2,9147,1,1,1900-01-05 10:00:00,1,34,37,9,9,1900-01-04 22:05:00,1,0,0,1,1,0,23,0,5,10,19,8,11625,1,4,10,16,10,11181818181818100,3,07:06:00,02:06:00,00:32:00,Graduate
1,43,2,9238,1,1,1900-01-05 09:00:00,1,34,30,0,5,1900-01-04 22:09:00,1,0,0,1,1,0,22,0,0,6,11,0,00:00:00,0,0,5,10,0,00:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,17,2,9070,1,1,1900-01-05 07:00:00,1,37,37,9,9,1900-01-04 23:03:00,1,1,0,1,1,1,25,0,0,6,8,4,10:25:00,0,0,6,6,4,11:25:00,0,12:07:00,03:07:00,-1.7,Dropout
1,43,1,9991,0,1,1900-01-05 20:00:00,1,37,37,9,9,1900-01-05 15:08:00,1,0,0,1,1,0,25,0,14,15,16,15,10:08:00,0,13,14,14,14,11357142857142800,0,09:04:00,-0.8,-3.12,Graduate
1,53,1,171,1,42,1900-01-05 10:00:00,1,1,19,9,9,1900-01-05 10:00:00,1,0,0,0,1,1,22,0,5,12,15,11,12545454545454500,0,4,11,16,11,12666666666666600,0,08:09:00,01:04:00,03:51:00,Graduate
1,39,1,9003,1,1,1900-01-05 13:01:00,6,1,1,192,144,1900-01-05 09:08:00,0,0,0,1,1,0,24,1,0,7,7,7,13571428571428500,0,0,6,9,5,13:04:00,0,08:09:00,01:04:00,03:51:00,Enrolled
1,39,1,9085,1,2,1900-01-05 20:00:00,1,38,38,9,10,1900-01-06 06:00:00,0,0,0,1,1,0,47,0,0,6,0,0,00:00:00,0,0,6,0,0,00:00:00,0,16:02:00,00:03:00,-0.92,Dropout
2,39,1,9991,0,19,1900-01-05 13:01:00,1,37,37,5,5,1900-01-04 15:09:00,1,0,0,1,1,0,41,0,0,5,5,0,00:00:00,0,0,5,5,0,00:00:00,0,07:06:00,02:06:00,00:32:00,Dropout
1,39,1,9003,1,1,1900-01-05 00:00:00,1,37,37,9,9,1900-01-06 06:01:00,1,0,0,1,1,0,43,0,0,6,9,6,1477777777777770,0,0,6,11,5,12:02:00,0,13:09:00,-0.3,0.054861111,Graduate
1,39,1,9003,1,1,1900-01-05 13:01:00,1,1,37,9,8,1900-01-05 10:00:00,0,0,0,1,1,0,29,0,0,3,4,0,00:00:00,0,0,4,8,0,00:00:00,0,16:02:00,00:03:00,-0.92,Dropout
1,39,2,9119,1,1,1900-01-05 00:00:00,1,37,37,5,5,1900-01-05 08:00:00,0,0,0,1,1,0,30,0,0,2,2,0,00:00:00,0,0,2,2,0,00:00:00,0,07:06:00,02:06:00,00:32:00,Dropout
1,39,2,9147,1,38,1900-01-05 13:01:00,1,19,38,9,9,1900-01-04 06:05:00,0,0,0,0,1,0,26,0,0,4,4,0,00:00:00,0,0,5,0,0,00:00:00,0,12:07:00,03:07:00,-1.7,Dropout
1,39,2,9991,0,1,1900-01-05 13:01:00,1,19,38,9,9,1900-01-04 06:05:00,0,0,0,0,1,0,27,0,0,5,10,0,00:00:00,0,0,5,5,0,00:00:00,0,15:05:00,02:08:00,-4.06,Dropout
2,39,2,9670,1,1,1900-01-04 04:00:00,1,37,37,9,9,1900-01-04 14:00:00,0,0,0,1,1,1,36,0,0,5,5,5,11:04:00,0,0,5,7,5,11:06:00,0,09:04:00,-0.8,-3.12,Graduate
1,39,1,9003,1,19,1900-01-05 13:01:00,1,1,19,4,10,1900-01-04 18:00:00,0,0,0,1,1,0,29,0,3,9,13,6,11666666666666600,0,2,7,10,6,10857142857142800,0,15:05:00,02:08:00,-4.06,Dropout
1,42,1,9119,1,1,1900-01-05 00:00:00,1,34,34,0,0,1900-01-05 08:02:00,1,0,0,1,1,0,35,0,6,10,12,7,11285714285714200,0,2,8,8,5,13:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,1,1,9773,1,1,1900-01-05 08:00:00,1,38,38,6,3,1900-01-04 20:05:00,0,0,0,1,1,1,18,0,0,6,12,4,11:05:00,0,0,6,10,5,12:06:00,0,10:08:00,01:04:00,0.093055556,Graduate
1,1,1,9991,0,1,1900-01-07 04:00:00,1,38,37,9,9,1900-01-06 05:03:00,0,0,0,1,1,1,24,0,0,5,5,5,16:00:00,0,0,5,5,5,16:00:00,0,08:09:00,01:04:00,03:51:00,Graduate
1,1,3,9773,1,1,1900-01-06 02:00:00,1,38,38,9,7,1900-01-05 14:01:00,1,0,0,1,1,1,18,0,0,6,6,6,12:05:00,0,0,6,7,6,12666666666666600,0,10:08:00,01:04:00,0.093055556,Dropout
1,17,4,9119,1,1,1900-01-05 15:00:00,1,38,37,5,7,1900-01-05 06:06:00,1,0,0,1,1,0,18,0,0,5,7,4,12:00:00,0,0,5,10,3,13:00:00,3,07:06:00,02:06:00,00:32:00,Enrolled
2,43,1,9085,1,1,1900-01-06 16:00:00,1,37,37,9,7,1900-01-05 00:00:00,0,0,0,1,1,0,21,0,0,5,11,0,00:00:00,2,0,5,11,3,11666666666666600,1,09:04:00,-0.8,-3.12,Enrolled
1,42,1,9119,1,1,1900-01-06 06:00:00,1,38,37,5,8,1900-01-05 13:05:00,1,0,0,1,1,0,21,0,0,5,10,5,13:00:00,0,0,5,10,5,12:06:00,0,09:04:00,-0.8,-3.12,Graduate
1,39,1,9003,1,1,1900-01-05 10:00:00,1,1,3,2,6,1900-01-04 14:00:00,0,0,0,1,1,0,32,0,8,18,27,13,13714285714285700,1,7,12,18,12,12083333333333300,0,15:05:00,02:08:00,-4.06,Graduate
1,1,4,9119,1,1,1900-01-04 15:00:00,1,37,37,9,5,1900-01-04 11:05:00,1,0,0,1,1,1,22,0,0,5,9,3,12333333333333300,0,0,6,14,3,12:05:00,0,11:01:00,00:06:00,02:02:00,Dropout
1,7,1,9003,1,3,1900-01-05 10:00:00,1,1,38,9,7,1900-01-05 10:00:00,1,0,0,0,1,0,32,0,11,17,31,11,12727272727272700,4,10,12,24,10,12:07:00,1,15:05:00,02:08:00,-4.06,Dropout
1,43,1,9670,1,6,1900-01-07 02:00:00,1,34,34,0,0,1900-01-04 15:06:00,0,0,0,1,1,0,35,0,1,5,5,1,14:00:00,0,0,5,5,0,00:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,18,3,9147,1,1,1900-01-05 13:01:00,1,1,38,4,7,1900-01-04 05:00:00,1,0,0,0,1,0,23,0,0,5,0,0,00:00:00,0,0,5,0,0,00:00:00,0,08:09:00,01:04:00,03:51:00,Dropout
1,39,1,8014,0,1,1900-01-04 04:00:00,1,37,37,6,6,1900-01-04 12:03:00,0,0,0,1,1,0,39,0,0,6,8,5,11:04:00,0,1,6,12,3,11:00:00,1,07:06:00,02:06:00,00:32:00,Enrolled
2,43,1,9670,1,1,1900-01-05 00:00:00,1,34,34,0,0,1900-01-05 08:02:00,0,0,0,1,1,0,35,0,0,5,5,0,00:00:00,0,0,5,5,1,10:00:00,0,09:04:00,-0.8,-3.12,Dropout
2,39,1,9003,1,3,1900-01-04 14:00:00,1,3,19,4,6,1900-01-06 06:00:00,0,0,0,1,1,0,32,0,0,6,8,6,18875,0,6,12,14,12,17692307692307600,0,16:02:00,00:03:00,-0.92,Graduate
1,1,1,9853,1,1,1900-01-05 13:01:00,1,34,34,0,0,1900-01-05 22:08:00,0,0,0,1,1,0,20,0,0,6,12,0,00:00:00,0,0,6,12,0,00:00:00,0,07:06:00,02:06:00,00:32:00,Dropout
1,39,1,9500,1,1,1900-01-05 00:00:00,1,37,37,9,9,1900-01-04 04:00:00,0,0,0,1,1,0,34,0,0,7,15,6,11333333333333300,0,0,7,16,4,12:06:00,0,16:02:00,00:03:00,-0.92,Enrolled
1,7,1,9991,0,40,1900-01-06 06:00:00,1,37,37,6,6,1900-01-06 06:00:00,1,0,0,1,1,0,44,0,3,7,9,7,13:05:00,0,0,5,6,5,16:02:00,0,08:09:00,01:04:00,03:51:00,Dropout
2,39,1,9254,1,19,1900-01-05 13:01:00,1,37,19,9,10,1900-01-06 12:05:00,0,0,0,1,1,0,53,0,7,11,12,2,15:00:00,7,4,9,10,3,10:00:00,4,16:02:00,00:03:00,-0.92,Graduate
1,39,1,9119,1,19,1900-01-05 00:00:00,1,37,37,9,4,1900-01-04 02:06:00,0,0,1,0,1,0,28,0,0,5,10,0,00:00:00,0,0,5,7,0,00:00:00,0,12:04:00,00:05:00,0.096527778,Dropout
1,7,1,9991,0,3,1900-01-05 10:00:00,1,37,37,9,9,1900-01-05 10:00:00,0,0,0,1,1,0,31,0,9,9,9,9,1422222222222220,0,5,5,5,5,12:08:00,0,12:07:00,03:07:00,-1.7,Dropout
1,1,1,171,1,1,1900-01-05 10:00:00,1,1,38,5,9,1900-01-04 22:01:00,0,0,1,0,1,0,18,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,09:04:00,-0.8,-3.12,Enrolled
1,39,1,9003,1,1,1900-01-04 04:00:00,1,1,3,9,10,1900-01-05 00:00:00,0,0,1,0,1,0,44,0,2,7,14,4,12:00:00,2,0,6,16,0,00:00:00,1,15:05:00,02:08:00,-4.06,Dropout
1,1,1,9085,1,1,1900-01-05 22:00:00,1,1,1,9,9,1900-01-05 07:07:00,1,0,0,1,1,0,19,0,0,5,9,5,12:06:00,1,0,5,8,4,12:00:00,0,12:07:00,03:07:00,-1.7,Graduate
1,15,1,171,1,1,1900-01-05 10:00:00,26,1,1,2,9,1900-01-05 10:00:00,0,0,0,1,1,0,21,1,6,12,12,12,15083333333333300,0,4,11,15,11,13083333333333300,0,08:09:00,01:04:00,03:51:00,Enrolled
1,18,1,9119,1,1,1900-01-06 04:00:00,1,3,19,3,5,1900-01-06 03:07:00,0,0,0,1,1,1,18,0,0,5,5,0,00:00:00,0,0,5,5,0,00:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,44,1,9003,1,39,1900-01-07 02:00:00,1,19,19,5,5,1900-01-07 02:00:00,1,0,0,1,1,0,20,0,0,6,8,6,14:05:00,0,0,6,10,6,15:03:00,0,16:02:00,00:03:00,-0.92,Graduate
1,39,1,9070,1,1,1900-01-04 14:00:00,1,37,37,7,7,1900-01-04 14:02:00,0,0,0,1,1,0,55,0,0,6,6,6,14:05:00,0,0,6,6,6,13:05:00,0,11:01:00,00:06:00,02:02:00,Graduate
1,1,1,9147,1,1,1900-01-06 22:00:00,1,19,37,4,8,1900-01-06 02:04:00,0,0,0,1,1,0,27,0,0,5,12,3,10:00:00,0,0,5,12,1,13:00:00,0,07:06:00,02:06:00,00:32:00,Enrolled
